id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,location,phone,display_phone,distance,price
Dp-q51tsIQ24YQhoGHgWCw,miami-aqua-tours-miami,Miami Aqua Tours,https://s3-media3.fl.yelpcdn.com/bphoto/XGR1-rEam0sJze67_VyfiA/o.jpg,False,https://www.yelp.com/biz/miami-aqua-tours-miami?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,55,"[{'alias': 'boatcharters', 'title': 'Boat Charters'}, {'alias': 'boattours', 'title': 'Boat Tours'}]",2.5,"{'latitude': 25.777685303257705, 'longitude': -80.1859931411052}",[],"{'address1': '401 Biscayne Blvd', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['401 Biscayne Blvd', 'Miami, FL 33132']}",+13053587600,(305) 358-7600,4275.141717746515,
i8oy2OfIyA6ESdH5iZ2t6A,genesis-yacht-charters-miami,Genesis Yacht Charters,https://s3-media3.fl.yelpcdn.com/bphoto/5-HZZqjlrX6ugCSYPCRKBg/o.jpg,False,https://www.yelp.com/biz/genesis-yacht-charters-miami?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,16,"[{'alias': 'boatcharters', 'title': 'Boat Charters'}, {'alias': 'sailing', 'title': 'Sailing'}, {'alias': 'boating', 'title': 'Boating'}]",5.0,"{'latitude': 25.732226, 'longitude': -80.232429}",[],"{'address1': '2550 S Bayshore Dr', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33133', 'country': 'US', 'state': 'FL', 'display_address': ['2550 S Bayshore Dr', 'Miami, FL 33133']}",+13052093308,(305) 209-3308,5610.78834110894,
0VlqsXMdd1hVVVI9mr6w8w,ra-charters-miami-3,RA Charters,https://s3-media2.fl.yelpcdn.com/bphoto/GVRM8Y2Xi32OwiWqfPWExQ/o.jpg,False,https://www.yelp.com/biz/ra-charters-miami-3?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,10,"[{'alias': 'boatcharters', 'title': 'Boat Charters'}, {'alias': 'sailing', 'title': 'Sailing'}]",5.0,"{'latitude': 25.7271916, 'longitude': -80.2359672}",[],"{'address1': '3400 Pan American Dr', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33133', 'country': 'US', 'state': 'FL', 'display_address': ['3400 Pan American Dr', 'Miami, FL 33133']}",+17862555662,(786) 255-5662,6242.269581858832,
uocjFphLDtnRAOzFQTXRfw,disney-cruise-line-miami,Disney Cruise Line,https://s3-media2.fl.yelpcdn.com/bphoto/kTqVWBUoCkIecTxFpEmzEA/o.jpg,False,https://www.yelp.com/biz/disney-cruise-line-miami?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,79,"[{'alias': 'transport', 'title': 'Transportation'}]",4.5,"{'latitude': 25.77888, 'longitude': -80.19793}",[],"{'address1': '', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33101', 'country': 'US', 'state': 'FL', 'display_address': ['Miami, FL 33101']}",+18009513532,(800) 951-3532,2974.3751460334574,
VkdtCMovs1JMZUKZBinNdw,play-time-water-sports-miami-beach,Play Time Water Sports,https://s3-media2.fl.yelpcdn.com/bphoto/382XVr8Pl5OpyhCUqslHLA/o.jpg,False,https://www.yelp.com/biz/play-time-water-sports-miami-beach?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,77,"[{'alias': 'boatcharters', 'title': 'Boat Charters'}, {'alias': 'boating', 'title': 'Boating'}, {'alias': 'sailing', 'title': 'Sailing'}]",4.0,"{'latitude': 25.7654593493781, 'longitude': -80.1882585763917}",[],"{'address1': '300 Alton Rd', 'address2': '', 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['300 Alton Rd', 'Miami Beach, FL 33139']}",+15167786738,(516) 778-6738,4441.0699081815565,
xmsHo_GUvNSUIjfQiLX8gA,water-fantaseas-miami-beach-3,Water Fantaseas,https://s3-media3.fl.yelpcdn.com/bphoto/UJX_CdiqLosymB6I0DmzVQ/o.jpg,False,https://www.yelp.com/biz/water-fantaseas-miami-beach-3?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,8,"[{'alias': 'boating', 'title': 'Boating'}, {'alias': 'boatcharters', 'title': 'Boat Charters'}]",2.0,"{'latitude': 25.7880447, 'longitude': -80.1407957}",[],"{'address1': '1521 Alton Rd', 'address2': 'Ste 802', 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1521 Alton Rd', 'Ste 802', 'Miami Beach, FL 33139']}",+13055311480,(305) 531-1480,8787.305610167676,
X53XpZOEB8QNZbVWlqPfsQ,norwegian-cruise-line-miami-2,Norwegian Cruise Line,https://s3-media2.fl.yelpcdn.com/bphoto/lk4a_FuTxLx4nnknUD57sA/o.jpg,False,https://www.yelp.com/biz/norwegian-cruise-line-miami-2?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,829,"[{'alias': 'travelservices', 'title': 'Travel Services'}]",1.5,"{'latitude': 25.791714677447544, 'longitude': -80.3203532}",[],"{'address1': '7665 Corporate Ctr Dr', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33126', 'country': 'US', 'state': 'FL', 'display_address': ['7665 Corporate Ctr Dr', 'Miami, FL 33126']}",+18662347350,(866) 234-7350,9268.002559520215,
5ExU02yNN_bfsxBHgGSCtQ,cruzan-yacht-charters-miami-3,Cruzan Yacht Charters,https://s3-media2.fl.yelpcdn.com/bphoto/9-0jGJW-u_DsV1FB1qv3-A/o.jpg,False,https://www.yelp.com/biz/cruzan-yacht-charters-miami-3?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,2,"[{'alias': 'boatcharters', 'title': 'Boat Charters'}, {'alias': 'boating', 'title': 'Boating'}]",5.0,"{'latitude': 25.60181, 'longitude': -80.3347}",[],"{'address1': '18120 Sw 88th Ct', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33157', 'country': 'US', 'state': 'FL', 'display_address': ['18120 Sw 88th Ct', 'Miami, FL 33157']}",+13058582822,(305) 858-2822,22744.771267641907,
tEBEMp7Vaq9zEOzqhP97eQ,miami-marriott-biscayne-bay-miami-2,Miami Marriott Biscayne Bay,https://s3-media1.fl.yelpcdn.com/bphoto/LWUHbPwW1_bPf97n7KfDhg/o.jpg,False,https://www.yelp.com/biz/miami-marriott-biscayne-bay-miami-2?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,331,"[{'alias': 'hotels', 'title': 'Hotels'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",3.5,"{'latitude': 25.790872, 'longitude': -80.186179}",[],"{'address1': '1633 N Bayshore Dr', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['1633 N Bayshore Dr', 'Miami, FL 33132']}",+13053743900,(305) 374-3900,4322.382764703179,$$
UMCtE6FdktSIwYKUravnqg,jiffy-jeff-transportation-ft-lauderdale-4,Jiffy Jeff Transportation,https://s3-media3.fl.yelpcdn.com/bphoto/DEJfWzjhwm8WtijOMmkekA/o.jpg,False,https://www.yelp.com/biz/jiffy-jeff-transportation-ft-lauderdale-4?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,84,"[{'alias': 'airport_shuttles', 'title': 'Airport Shuttles'}]",4.5,"{'latitude': 26.10068167, 'longitude': -80.13590167}",[],"{'address1': '717 SE 17th St', 'address2': 'Ste 124', 'address3': '', 'city': 'Ft Lauderdale', 'zip_code': '33316', 'country': 'US', 'state': 'FL', 'display_address': ['717 SE 17th St', 'Ste 124', 'Ft Lauderdale, FL 33316']}",+13055886143,(305) 588-6143,36565.825321142256,
KNrezB_087lvt0nzzd4KvA,y-charter-miami-miami-beach-2,Y Charter Miami,https://s3-media3.fl.yelpcdn.com/bphoto/l6cM9DKUZgAM-LNu28BtKg/o.jpg,False,https://www.yelp.com/biz/y-charter-miami-miami-beach-2?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,18,"[{'alias': 'boating', 'title': 'Boating'}, {'alias': 'boatcharters', 'title': 'Boat Charters'}]",4.0,"{'latitude': 25.7908924, 'longitude': -80.1321414}",[],"{'address1': '407 Lincoln Rd', 'address2': 'Ste 503', 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['407 Lincoln Rd', 'Ste 503', 'Miami Beach, FL 33139']}",+13059995839,(305) 999-5839,9677.000760826368,
M2C_BBJJY2Y8n_IkoIArGg,blue-infinity-charters-miami-beach-3,Blue Infinity Charters,https://s3-media1.fl.yelpcdn.com/bphoto/l4nKcVNsCWa7YGzuNnVvBg/o.jpg,False,https://www.yelp.com/biz/blue-infinity-charters-miami-beach-3?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,3,"[{'alias': 'boatcharters', 'title': 'Boat Charters'}]",5.0,"{'latitude': 25.785629272460938, 'longitude': -80.1363754272461}",[],"{'address1': None, 'address2': None, 'address3': None, 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['Miami Beach, FL 33139']}",+17862360728,(786) 236-0728,8001.16650419453,
VJD8JL-78vto0u6k0o7YhA,deco-divers-miami-beach,Deco Divers,https://s3-media3.fl.yelpcdn.com/bphoto/sA6jx_JV5qNQcomj8pm-GQ/o.jpg,False,https://www.yelp.com/biz/deco-divers-miami-beach?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,18,"[{'alias': 'boatcharters', 'title': 'Boat Charters'}, {'alias': 'scuba', 'title': 'Scuba Diving'}, {'alias': 'snorkeling', 'title': 'Snorkeling'}]",4.5,"{'latitude': 25.7710686053083, 'longitude': -80.1393486027552}",[],"{'address1': '300 Alton Rd', 'address2': '', 'address3': None, 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['300 Alton Rd', 'Miami Beach, FL 33139']}",+13058616277,(305) 861-6277,9002.408737279307,
TdgBrYPjVBLpJM-FsDKX0Q,le-bistro-aboard-norwegian-star-miami,Le Bistro Aboard Norwegian Star,https://s3-media1.fl.yelpcdn.com/bphoto/P-oAXl6DCePFewGCjAImRA/o.jpg,False,https://www.yelp.com/biz/le-bistro-aboard-norwegian-star-miami?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,3,"[{'alias': 'travelservices', 'title': 'Travel Services'}]",5.0,"{'latitude': 25.774546, 'longitude': -80.170879}",[],"{'address1': '766 South Corporate Center Dr', 'address2': '', 'address3': 'Port of Miami', 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['766 South Corporate Center Dr', 'Port of Miami', 'Miami, FL 33132']}",+18662347350,(866) 234-7350,5822.604165866551,
Yyp1xGnsYH2sCmv2N7ukaw,twysted-lyfe-charters-miami-beach-miami-beach,Twysted Lyfe Charters Miami Beach,https://s3-media2.fl.yelpcdn.com/bphoto/sxDH0XjNLHexdCDUrWnmLg/o.jpg,False,https://www.yelp.com/biz/twysted-lyfe-charters-miami-beach-miami-beach?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,15,"[{'alias': 'fishing', 'title': 'Fishing'}, {'alias': 'boatcharters', 'title': 'Boat Charters'}]",4.5,"{'latitude': 25.906476930444583, 'longitude': -80.12303881095083}",[],"{'address1': '10800 Collins Ave', 'address2': '', 'address3': '', 'city': 'Miami Beach', 'zip_code': '33154', 'country': 'US', 'state': 'FL', 'display_address': ['10800 Collins Ave', 'Miami Beach, FL 33154']}",+13055706420,(305) 570-6420,17348.47189442805,
XktcWJSyhUATjvqzN7Kb8g,carnival-sunrise-miami-3,Carnival Sunrise,https://s3-media1.fl.yelpcdn.com/bphoto/ZKVhhkWG6agSU9yxLzoTQg/o.jpg,False,https://www.yelp.com/biz/carnival-sunrise-miami-3?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,8,"[{'alias': 'tours', 'title': 'Tours'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.0,"{'latitude': 25.778740985742267, 'longitude': -80.17791822552681}",[],"{'address1': '1015 N America Way', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['1015 N America Way', 'Miami, FL 33132']}",,,5067.042571795381,
2Wyti4Gh9md-ZY99mDa5Tg,reel-adventure-charters-miami-beach,Reel Adventure Charters,https://s3-media2.fl.yelpcdn.com/bphoto/8YNjiM7Rf5AHQSXXVhialQ/o.jpg,False,https://www.yelp.com/biz/reel-adventure-charters-miami-beach?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,33,"[{'alias': 'boatcharters', 'title': 'Boat Charters'}, {'alias': 'fishing', 'title': 'Fishing'}, {'alias': 'tours', 'title': 'Tours'}]",4.5,"{'latitude': 25.9042676928438, 'longitude': -80.1251515562363}",[],"{'address1': '10800 Collins Ave', 'address2': '', 'address3': '', 'city': 'Miami Beach', 'zip_code': '33154', 'country': 'US', 'state': 'FL', 'display_address': ['10800 Collins Ave', 'Miami Beach, FL 33154']}",+13057850552,(305) 785-0552,17024.969285780233,
IAO3hu0E8HQtgQ00RTu9YA,cycle-party-miami-miami-3,Cycle Party Miami,https://s3-media3.fl.yelpcdn.com/bphoto/cs-qiMJoXRAWPe750bc-NQ/o.jpg,False,https://www.yelp.com/biz/cycle-party-miami-miami-3?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,34,"[{'alias': 'partybikerentals', 'title': 'Party Bike Rentals'}, {'alias': 'foodtours', 'title': 'Food Tours'}, {'alias': 'beertours', 'title': 'Beer Tours'}]",4.5,"{'latitude': 25.80322, 'longitude': -80.19196}",[],"{'address1': '148 NE 28th St', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33127', 'country': 'US', 'state': 'FL', 'display_address': ['148 NE 28th St', 'Miami, FL 33127']}",+13056766710,(305) 676-6710,4307.283231278621,
mlEKoLz-Lp5Cm8OYLcXXww,blue-fin-charters-miami-beach-2,Blue Fin Charters,https://s3-media2.fl.yelpcdn.com/bphoto/zEnahc685QLQrF5AjN6RRw/o.jpg,False,https://www.yelp.com/biz/blue-fin-charters-miami-beach-2?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,6,"[{'alias': 'boating', 'title': 'Boating'}, {'alias': 'fishing', 'title': 'Fishing'}, {'alias': 'boatcharters', 'title': 'Boat Charters'}]",5.0,"{'latitude': 25.78628, 'longitude': -80.144282}",[],"{'address1': '1500 Bay Rd', 'address2': '', 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1500 Bay Rd', 'Miami Beach, FL 33139']}",+17723410866,(772) 341-0866,8427.24127639918,
lUdLmjRGtCQhk9ENXR_raQ,royal-caribbean-liberty-of-the-seas-miami,Royal Caribbean - Liberty of the Seas,https://s3-media1.fl.yelpcdn.com/bphoto/mqagmprN90RiRKcysJJqxQ/o.jpg,False,https://www.yelp.com/biz/royal-caribbean-liberty-of-the-seas-miami?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,38,"[{'alias': 'hotelstravel', 'title': 'Hotels & Travel'}]",3.5,"{'latitude': 25.775256775737, 'longitude': -80.1782764371064}",[],"{'address1': '1050 Caribbean Way', 'address2': '', 'address3': 'Royal Caribbean International', 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['1050 Caribbean Way', 'Royal Caribbean International', 'Miami, FL 33132']}",+18003989819,(800) 398-9819,5078.632302378735,
-bv6Thob2m1h9dZW0KYlWw,sea-miami-yacht-charters-miami-beach,Sea Miami Yacht Charters,https://s3-media3.fl.yelpcdn.com/bphoto/GdiRb5v464eYl5Ygh_AG5w/o.jpg,False,https://www.yelp.com/biz/sea-miami-yacht-charters-miami-beach?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,1,"[{'alias': 'boating', 'title': 'Boating'}, {'alias': 'boatcharters', 'title': 'Boat Charters'}]",5.0,"{'latitude': 25.771641, 'longitude': -80.139561}",[],"{'address1': '300 Alton Rd', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['300 Alton Rd', 'Miami Beach, FL 33139']}",+12605306668,(260) 530-6668,8989.73869545333,
K1lW5qB2m0S8pTnwPIOSiA,captain-alain-charters-miami-beach-5,Captain Alain Charters,https://s3-media2.fl.yelpcdn.com/bphoto/HHKXUyoK6zz_REH2HSvouA/o.jpg,False,https://www.yelp.com/biz/captain-alain-charters-miami-beach-5?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,53,"[{'alias': 'boatcharters', 'title': 'Boat Charters'}, {'alias': 'boattours', 'title': 'Boat Tours'}]",5.0,"{'latitude': 25.8500179, 'longitude': -80.160171}",[],"{'address1': '7910 West Dr', 'address2': None, 'address3': None, 'city': 'Miami Beach', 'zip_code': '33141', 'country': 'US', 'state': 'FL', 'display_address': ['7910 West Dr', 'Miami Beach, FL 33141']}",+17865999133,(786) 599-9133,10142.094472713334,
sd55MSQcjfwCDPudJWFwcw,miami-royal-vacation-miami,Miami Royal Vacation,https://s3-media1.fl.yelpcdn.com/bphoto/fXDZkri2Ho8cOtGv5yvw3Q/o.jpg,False,https://www.yelp.com/biz/miami-royal-vacation-miami?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,1,"[{'alias': 'boatcharters', 'title': 'Boat Charters'}, {'alias': 'carrental', 'title': 'Car Rental'}]",5.0,"{'latitude': 25.8175607, 'longitude': -80.1886835}",[],"{'address1': '4500 Biscayne Blvd', 'address2': 'PH-N', 'address3': '', 'city': 'Miami', 'zip_code': '33137', 'country': 'US', 'state': 'FL', 'display_address': ['4500 Biscayne Blvd', 'PH-N', 'Miami, FL 33137']}",+17867173828,(786) 717-3828,5561.30116795857,
fJ-lkVND82tbtKosCS3qFQ,carnival-ecstasy-cruise-ship-miami,Carnival Ecstasy Cruise Ship,https://s3-media4.fl.yelpcdn.com/bphoto/MiUud40MplWbAKRtXS93pw/o.jpg,False,https://www.yelp.com/biz/carnival-ecstasy-cruise-ship-miami?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,46,"[{'alias': 'boattours', 'title': 'Boat Tours'}]",3.0,"{'latitude': 25.78141, 'longitude': -80.19064}",[],"{'address1': '', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['Miami, FL 33132']}",+18007647419,(800) 764-7419,6203.905859940395,
zdizrCU9NPdgUuUdi2Bh4w,billie-swamp-safari-clewiston,Billie Swamp Safari,https://s3-media2.fl.yelpcdn.com/bphoto/YqALa5p4IKuFopxvG1QO1A/o.jpg,False,https://www.yelp.com/biz/billie-swamp-safari-clewiston?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,104,"[{'alias': 'zoos', 'title': 'Zoos'}, {'alias': 'boattours', 'title': 'Boat Tours'}]",4.0,"{'latitude': 26.330038, 'longitude': -81.054536}",[],"{'address1': '30000 Gator Tail Trl', 'address2': '', 'address3': 'Big Cypress Seminole Reservation', 'city': 'Clewiston', 'zip_code': '33440', 'country': 'US', 'state': 'FL', 'display_address': ['30000 Gator Tail Trl', 'Big Cypress Seminole Reservation', 'Clewiston, FL 33440']}",+18639836101,(863) 983-6101,102554.3148175398,
l4XqjcTMv_QqetHRVQo7mQ,azamara-club-cruises-miami-2,Azamara Club Cruises,https://s3-media3.fl.yelpcdn.com/bphoto/dSstqyQFu8vJ1yn1zm_olw/o.jpg,False,https://www.yelp.com/biz/azamara-club-cruises-miami-2?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,18,"[{'alias': 'tours', 'title': 'Tours'}]",2.5,"{'latitude': 25.7752657, 'longitude': -80.1777309}",[],"{'address1': '1050 Caribbean Way', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['1050 Caribbean Way', 'Miami, FL 33132']}",+18779999553,(877) 999-9553,5075.9290854936735,
5mfaY7km8dYVj6JI-nQD9A,royal-caribbean-cruise-line-miami-2,Royal Caribbean cruise line,https://s3-media2.fl.yelpcdn.com/bphoto/3DW0laJe7E9dWpSA2OJ4CA/o.jpg,False,https://www.yelp.com/biz/royal-caribbean-cruise-line-miami-2?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,18,"[{'alias': 'tours', 'title': 'Tours'}]",2.0,"{'latitude': 25.7762073340556, 'longitude': -80.1699493825436}",[],"{'address1': '1435 N Cruise Blvd', 'address2': 'Port of Miami', 'address3': None, 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['1435 N Cruise Blvd', 'Port of Miami', 'Miami, FL 33132']}",,,5889.625356507426,
zFqGX8nAwoEJ276IWVsPBw,prime-luxury-rentals-miami-4,Prime Luxury Rentals,https://s3-media3.fl.yelpcdn.com/bphoto/Q0V008x7XX91cwImY5sUjg/o.jpg,False,https://www.yelp.com/biz/prime-luxury-rentals-miami-4?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,51,"[{'alias': 'boatcharters', 'title': 'Boat Charters'}, {'alias': 'carrental', 'title': 'Car Rental'}, {'alias': 'boating', 'title': 'Boating'}]",4.0,"{'latitude': 25.783161, 'longitude': -80.189665}",[],"{'address1': '990 Biscayne Blvd', 'address2': 'Ste 501', 'address3': '', 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['990 Biscayne Blvd', 'Ste 501', 'Miami, FL 33132']}",+13058923573,(305) 892-3573,3873.7302570410156,
2ugBMDfJ13wr10maSr3Faw,miami-double-decker-miami-beach,Miami Double Decker,https://s3-media3.fl.yelpcdn.com/bphoto/hT9lNp4dsptoXTf7q3C11w/o.jpg,False,https://www.yelp.com/biz/miami-double-decker-miami-beach?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,109,"[{'alias': 'tours', 'title': 'Tours'}]",2.0,"{'latitude': 25.7910195778965, 'longitude': -80.1318028441803}",[],"{'address1': '', 'address2': None, 'address3': None, 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['Miami Beach, FL 33139']}",+13058659999,(305) 865-9999,9712.098754793566,
iYNXAdcQ9ttgD3VntSpHjQ,miami-tours-miami-beach-2,Miami Tours,https://s3-media4.fl.yelpcdn.com/bphoto/hrKoSjs5-6yYwuLiYR9MyQ/o.jpg,False,https://www.yelp.com/biz/miami-tours-miami-beach-2?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,138,"[{'alias': 'bustours', 'title': 'Bus Tours'}]",2.0,"{'latitude': 25.790894568159985, 'longitude': -80.13099777366486}",[],"{'address1': '305 Lincoln Rd', 'address2': '', 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['305 Lincoln Rd', 'Miami Beach, FL 33139']}",+13052220111,(305) 222-0111,9791.003774515275,
9jbmWMrxLcF33sazvFo0_w,margaritaville-adventures-coral-gables,Margaritaville Adventures,https://s3-media4.fl.yelpcdn.com/bphoto/WOxMfT82A5SyQus8NQl7Jw/o.jpg,False,https://www.yelp.com/biz/margaritaville-adventures-coral-gables?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,1,"[{'alias': 'tours', 'title': 'Tours'}]",5.0,"{'latitude': 25.741314, 'longitude': -80.277452}",[],"{'address1': '1200 Anastasia Ave', 'address2': 'Ste 216', 'address3': '', 'city': 'Coral Gables', 'zip_code': '33134', 'country': 'US', 'state': 'FL', 'display_address': ['1200 Anastasia Ave', 'Ste 216', 'Coral Gables, FL 33134']}",+18005989853,(800) 598-9853,6723.054663809902,
